laptop_id,company,product,typename,inches,ram(GB),opsys,weight(kg),price_euros,touchscreen,resolution,cpu_speed(GHz),cpu_brand,gpu_brand,memory_1_sto(GB),memory_1_type,memory_2_sto(GB),memory_2_type
170,Acer,Aspire 3,Notebook,15.6,4.0,Windows 10,2.1,363.51,0,1366x768,1.1,Intel,Intel,1000.0,HDD,0.0,NaN
171,Dell,Inspiron 5577,Gaming,15.6,8.0,Windows 10,2.56,1060.49,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
172,Acer,Aspire A517-51G,Notebook,17.3,8.0,Windows 10,3.0,854.0,0,1920x1080,1.6,Intel,Nvidia,256.0,SSD,0.0,NaN
173,HP,ProBook 430,Notebook,13.3,4.0,Windows 10,1.49,754.0,0,1920x1080,1.6,Intel,Intel,500.0,HDD,0.0,NaN
174,Huawei,MateBook X,Ultrabook,13.0,8.0,Windows 10,1.05,1349.0,0,2160x1440,2.5,Intel,Intel,256.0,SSD,0.0,NaN
175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,6.0,Windows 10,2.71,699.0,0,1920x1080,2.5,Intel,AMD,2000.0,HDD,0.0,NaN
176,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4.0,Windows 10,2.2,309.0,0,1366x768,2.9,AMD,AMD,500.0,HDD,0.0,NaN
177,Toshiba,Satellite Pro,Notebook,15.6,4.0,Windows 10,2.0,489.0,0,1366x768,2.4,Intel,Intel,500.0,HDD,0.0,NaN
178,HP,ProBook 470,Notebook,17.3,8.0,Windows 10,2.5,923.0,0,1920x1080,1.6,Intel,Nvidia,256.0,SSD,0.0,NaN
179,Dell,Inspiron 3567,Notebook,15.6,8.0,Windows 10,2.3,459.0,0,1366x768,2.4,Intel,Intel,1000.0,HDD,0.0,NaN
180,Acer,Aspire A315-51,Notebook,15.6,4.0,Windows 10,2.1,449.0,0,1366x768,2.0,Intel,Intel,128.0,SSD,0.0,NaN
181,MSI,GT80S 6QF-074US,Gaming,18.4,32.0,Windows 10,4.4,2799.0,0,1920x1080,2.9,Intel,Nvidia,512.0,SSD,1000.0,HDD
182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,8.0,Windows 10,1.9,813.0,0,1920x1080,2.5,Intel,AMD,128.0,SSD,1000.0,HDD
183,HP,Spectre x360,2 in 1 Convertible,13.3,8.0,Windows 10,1.29,1499.0,1,3840x2160,1.6,Intel,Intel,256.0,SSD,0.0,NaN
184,Dell,Inspiron 5570,Notebook,15.6,16.0,Linux,2.02,1049.0,0,1920x1080,1.8,Intel,AMD,256.0,SSD,2000.0,HDD
185,Dell,XPS 13,Ultrabook,13.3,8.0,Windows 10,1.23,1399.0,0,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16.0,Windows 10,1.4,1849.0,1,3840x2160,1.8,Intel,Intel,512.0,SSD,0.0,NaN
187,Toshiba,Satellite Pro,Notebook,15.6,8.0,Windows 10,2.0,793.0,0,1366x768,2.5,Intel,Intel,128.0,SSD,0.0,NaN
188,Xiaomi,Mi Notebook,Notebook,15.6,8.0,Windows 10,1.95,1199.0,0,1920x1080,1.6,Intel,Nvidia,256.0,SSD,0.0,NaN
189,Dell,Inspiron 7773,Notebook,17.3,16.0,Windows 10,2.77,1549.0,1,1920x1080,1.8,Intel,Nvidia,512.0,SSD,0.0,NaN
190,Dell,XPS 15,Notebook,15.6,16.0,Windows 10,2.06,2397.0,1,3840x2160,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8.0,Windows 10,2.4,779.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
192,Acer,Swift 7,Ultrabook,13.3,8.0,Windows 10,1.12,989.0,0,1920x1080,1.2,Intel,Intel,256.0,SSD,0.0,NaN
193,Dell,Inspiron 5770,Notebook,17.3,8.0,Windows 10,2.8,1085.0,0,1920x1080,1.8,Intel,AMD,128.0,SSD,1000.0,HDD
194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,16.0,Windows 10,1.42,2824.0,1,2560x1440,2.7,Intel,Intel,1000.0,SSD,0.0,NaN
195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,4.0,Windows 10,1.3,260.0,0,1920x1080,1.1,Intel,Intel,32.0,FlashStorage,0.0,NaN
196,Xiaomi,Mi Notebook,Ultrabook,13.3,8.0,Windows 10,1.3,999.9,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8.0,Windows 10,2.8,698.0,0,1600x900,1.6,Intel,Nvidia,256.0,SSD,0.0,NaN
198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,839.0,1,1920x1080,1.8,Intel,Intel,1000.0,HDD,0.0,NaN
199,HP,ProBook 470,Notebook,17.3,8.0,Windows 10,2.5,914.0,0,1920x1080,1.6,Intel,Nvidia,1000.0,HDD,0.0,NaN
200,Razer,Blade Pro,Gaming,17.3,32.0,Windows 10,3.49,6099.0,1,3840x2160,2.9,Intel,Nvidia,1000.0,SSD,0.0,NaN
201,HP,ProBook 430,Notebook,13.3,8.0,Windows 10,1.49,959.0,0,1920x1080,1.6,Intel,Intel,512.0,SSD,0.0,NaN
202,HP,Omen 17-W295,Gaming,17.3,16.0,Windows 10,3.35,1379.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
203,HP,Probook 470,Notebook,17.3,8.0,Windows 10,2.5,1045.0,0,1920x1080,1.8,Intel,Nvidia,256.0,SSD,0.0,NaN
204,Dell,Inspiron 7577,Gaming,15.6,16.0,Windows 10,2.65,1845.0,0,3840x2160,2.8,Intel,Nvidia,512.0,SSD,1000.0,HDD
205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,4.0,Windows 10,2.1,493.0,0,1366x768,2.3,Intel,Intel,128.0,SSD,0.0,NaN
206,Acer,Aspire E5-576G,Notebook,15.6,8.0,Windows 10,2.23,742.0,0,1920x1080,2.7,Intel,Nvidia,1000.0,HDD,0.0,NaN
207,Lenovo,Legion Y720-15IKB,Gaming,15.6,16.0,Windows 10,3.2,1749.0,0,1920x1080,2.8,Intel,Nvidia,512.0,SSD,1000.0,HDD
208,Dell,Precision 7520,Workstation,15.6,16.0,Windows 10,2.8,3055.0,0,3840x2160,3.0,Intel,Nvidia,256.0,SSD,1000.0,HDD
209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16.0,Windows 10,2.4,1398.0,0,1920x1080,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
210,Dell,Inspiron 3567,Notebook,15.6,6.0,Windows 10,2.3,439.0,1,1366x768,2.4,Intel,Intel,1000.0,HDD,0.0,NaN
211,Dell,XPS 13,Ultrabook,13.3,8.0,Windows 10,1.21,1949.0,1,3840x2160,1.8,Intel,Intel,256.0,SSD,0.0,NaN
212,Dell,XPS 13,Ultrabook,13.3,8.0,Windows 10,1.2,1449.0,0,1920x1080,1.8,Intel,Intel,256.0,SSD,0.0,NaN
213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8.0,Windows 10,2.2,597.0,0,1366x768,2.5,Intel,Intel,256.0,SSD,0.0,NaN
215,Acer,Aspire 7,Notebook,15.6,8.0,Linux,2.4,779.0,0,1920x1080,2.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
216,Asus,ROG GL703VD-GC028T,Gaming,17.3,16.0,Windows 10,2.9,1407.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,4.0,Windows 10,2.1,349.0,0,1920x1080,2.0,Intel,Intel,500.0,HDD,0.0,NaN
218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8.0,Windows 10,2.2,549.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
219,Huawei,MateBook X,Ultrabook,13.0,8.0,Windows 10,1.05,1499.0,0,2160x1440,2.7,Intel,Intel,512.0,SSD,0.0,NaN
220,Dell,Inspiron 5370,Ultrabook,13.3,8.0,Windows 10,1.4,931.88,0,1920x1080,1.8,Intel,AMD,256.0,SSD,0.0,NaN
221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,8.0,Windows 10,2.8,589.0,0,1600x900,2.5,Intel,Nvidia,1000.0,HDD,0.0,NaN
222,HP,Probook 440,Notebook,14.0,8.0,Windows 10,1.63,1031.0,0,1920x1080,1.8,Intel,Nvidia,256.0,SSD,0.0,NaN
223,Dell,Latitude 5490,Ultrabook,14.0,8.0,Windows 10,1.6,1149.0,0,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,16.0,Windows 10,1.62,1279.0,1,1920x1080,1.8,Intel,Intel,512.0,SSD,0.0,NaN
225,Dell,Inspiron 3576,Notebook,15.6,8.0,Linux,2.2,677.35,0,1920x1080,1.6,Intel,AMD,256.0,SSD,0.0,NaN
226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,8.0,Windows 10,1.74,899.0,0,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,8.0,Windows 10,1.2,1363.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
228,HP,ProBook 450,Notebook,15.6,8.0,Windows 10,2.1,794.0,0,1920x1080,1.6,Intel,Intel,1000.0,HDD,0.0,NaN
229,Dell,Alienware 17,Gaming,17.3,16.0,Windows 10,4.42,2456.34,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
230,Acer,Aspire E5-576G,Notebook,15.6,8.0,Windows 10,2.2,832.0,0,1920x1080,2.7,Intel,Nvidia,256.0,SSD,0.0,NaN
231,Dell,Inspiron 5567,Notebook,15.6,16.0,Windows 10,2.3,859.01,1,1920x1080,2.7,Intel,AMD,1000.0,HDD,0.0,NaN
232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,8.0,Windows 10,2.0,769.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,8.0,Windows 10,2.69,891.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,500.0,HDD
234,HP,ZBook 15u,Notebook,15.6,8.0,Windows 10,1.9,1269.0,0,1920x1080,2.7,Intel,AMD,1000.0,HDD,0.0,NaN
235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,4.0,Windows 10,2.37,398.99,0,1366x768,2.4,Intel,Intel,1000.0,HDD,0.0,NaN
236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,4.0,Windows 10,2.1,330.0,0,1366x768,1.5,AMD,AMD,500.0,HDD,0.0,NaN
237,Lenovo,Legion Y720-15IKB,Gaming,15.6,16.0,Windows 10,3.2,1499.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
238,Dell,Vostro 5468,Notebook,14.0,8.0,Windows 10,1.6,859.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
239,Acer,Aspire R7,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,689.0,1,1920x1080,2.3,Intel,Intel,256.0,SSD,0.0,NaN
240,Dell,Inspiron 5567,Notebook,15.6,16.0,Linux,2.36,899.0,0,1920x1080,2.7,Intel,AMD,256.0,SSD,0.0,NaN
241,Acer,Aspire A315-51,Notebook,15.6,4.0,Linux,2.1,390.0,0,1366x768,2.0,Intel,Intel,1000.0,HDD,0.0,NaN
242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,4.0,Windows 10,2.2,575.0,0,1920x1080,2.5,AMD,AMD,128.0,SSD,1000.0,HDD
243,Asus,ROG G703VI-E5062T,Gaming,17.3,32.0,Windows 10,4.7,3890.0,0,1920x1080,2.9,Intel,Nvidia,512.0,SSD,1000.0,HDD
244,Acer,Nitro AN515-51,Gaming,15.6,8.0,Windows 10,2.5,846.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8.0,Windows 10,2.2,589.0,0,1366x768,2.0,Intel,Intel,128.0,SSD,0.0,NaN
246,Asus,VivoBook Pro,Notebook,17.3,8.0,Windows 10,2.1,1145.0,0,1920x1080,1.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,8.0,Windows 10,2.69,889.0,0,1920x1080,2.7,Intel,Nvidia,128.0,SSD,1000.0,HDD
248,Dell,Inspiron 5577,Gaming,15.6,8.0,Windows 10,2.56,879.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8.0,Windows 10,1.38,1079.0,1,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
250,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.2,985.0,0,1920x1080,1.8,Intel,AMD,128.0,SSD,2000.0,HDD
251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,8.0,Windows 10,2.04,559.0,1,1366x768,2.5,Intel,Intel,1000.0,HDD,0.0,NaN
252,Asus,Rog G701VIK-BA060T,Gaming,17.3,16.0,Windows 10,3.6,2999.0,0,1920x1080,2.9,Intel,Nvidia,256.0,SSD,0.0,NaN
253,HP,ProBook 430,Notebook,13.3,4.0,Windows 10,1.49,675.0,0,1920x1080,1.6,Intel,Intel,500.0,HDD,0.0,NaN
254,Apple,MacBook Pro,Ultrabook,13.3,8.0,macOS,1.37,2040.0,0,2560x1600,3.1,Intel,Intel,512.0,SSD,0.0,NaN
255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8.0,Windows 10,2.08,819.0,1,1920x1080,1.8,Intel,Intel,1000.0,HDD,0.0,NaN
256,Asus,ROG G752VSK-GC493T,Gaming,17.3,16.0,Windows 10,4.3,1799.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4.0,Windows 10,1.68,469.0,0,1366x768,3.0,AMD,AMD,1000.0,HDD,0.0,NaN
258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8.0,Windows 10,1.37,1849.0,1,1920x1080,1.8,Intel,Intel,512.0,SSD,0.0,NaN
259,Acer,Aspire 5,Notebook,17.3,4.0,Windows 10,3.0,702.0,0,1920x1080,2.7,Intel,Nvidia,256.0,SSD,0.0,NaN
260,Dell,Vostro 5370,Ultrabook,13.3,8.0,Windows 10,1.41,949.0,0,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
261,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,8.0,Windows 10,1.91,445.9,0,1366x768,2.5,AMD,AMD,128.0,SSD,0.0,NaN
262,HP,Envy 17-U275cl,Notebook,17.3,16.0,Windows 10,2.9,1059.0,0,1920x1080,1.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
263,MSI,GT73EVR 7RE,Gaming,17.3,16.0,Windows 10,4.14,2499.0,0,1920x1080,2.8,Intel,Nvidia,512.0,SSD,1000.0,HDD
264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,8.0,Windows 10,2.0,1699.0,1,1920x1080,2.8,Intel,Nvidia,512.0,SSD,0.0,NaN
265,Dell,Inspiron 5770,Notebook,17.3,8.0,Windows 10,2.8,1142.0,0,1920x1080,1.8,Intel,AMD,128.0,SSD,1000.0,HDD
266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4.0,Windows 10,2.2,444.0,0,1920x1080,2.0,Intel,Intel,256.0,SSD,0.0,NaN
267,HP,ProBook 450,Notebook,15.6,4.0,Windows 10,2.1,722.0,0,1920x1080,1.6,Intel,Intel,500.0,HDD,0.0,NaN
268,Dell,Vostro 3568,Notebook,15.6,4.0,Windows 10,2.18,657.0,0,1920x1080,2.5,Intel,Intel,1000.0,HDD,0.0,NaN
269,Dell,Inspiron 3567,Notebook,15.6,8.0,Windows 10,2.24,565.0,0,1920x1080,2.5,Intel,AMD,1000.0,HDD,0.0,NaN
270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,8.0,Windows 10,2.67,799.0,1,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8.0,Windows 10,1.1,1499.0,1,1920x1080,1.8,Intel,Intel,512.0,SSD,512.0,SSD
272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4.0,Windows 10,2.2,467.0,0,1920x1080,2.5,Intel,Intel,1000.0,HDD,0.0,NaN
273,HP,Probook 470,Notebook,17.3,8.0,Windows 10,2.5,1018.0,0,1920x1080,1.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,8.0,Windows 10,2.05,880.0,0,1920x1080,1.8,Intel,Intel,256.0,SSD,0.0,NaN
275,Apple,MacBook Pro,Ultrabook,13.3,8.0,macOS,1.37,1958.9,0,2560x1600,2.9,Intel,Intel,512.0,SSD,0.0,NaN
276,Asus,Rog Strix,Gaming,17.3,16.0,Windows 10,3.2,1549.0,0,1920x1080,3.0,AMD,AMD,256.0,SSD,1000.0,HDD
277,Dell,Inspiron 3576,Notebook,15.6,8.0,Linux,2.14,735.07,0,1920x1080,1.8,Intel,AMD,256.0,SSD,0.0,NaN
278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16.0,Windows 10,1.36,2499.0,1,2560x1440,2.6,Intel,Intel,512.0,SSD,0.0,NaN
279,Toshiba,Satellite Pro,Notebook,15.6,8.0,Windows 10,2.2,812.0,0,1366x768,2.5,Intel,Nvidia,500.0,HDD,0.0,NaN
280,Dell,Inspiron 5567,Notebook,15.6,12.0,Windows 10,2.3,713.07,0,1366x768,2.7,Intel,Intel,1000.0,HDD,0.0,NaN
281,Dell,Inspiron 5770,Notebook,17.3,8.0,Linux,2.8,1099.0,0,1920x1080,1.8,Intel,AMD,128.0,SSD,1000.0,HDD
282,Acer,Aspire A515-51G,Notebook,15.6,8.0,Windows 10,2.2,745.0,0,1920x1080,1.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
283,Lenovo,IdeaPad 320-17ISK,Notebook,17.3,4.0,Windows 10,2.8,489.0,0,1600x900,2.0,Intel,Intel,1000.0,HDD,0.0,NaN
284,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8.0,Windows 10,2.8,849.0,0,1920x1080,1.8,Intel,Nvidia,2000.0,HDD,0.0,NaN
285,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6.0,Windows 10,2.8,859.0,0,1600x900,2.7,Intel,Nvidia,128.0,SSD,1000.0,HDD
286,Dell,Inspiron 3567,Notebook,15.6,4.0,Linux,2.25,428.0,0,1920x1080,2.0,Intel,AMD,1000.0,HDD,0.0,NaN
287,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8.0,Windows 10,2.5,829.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,6.0,Windows 10,2.2,579.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
289,Acer,Aspire A517-51G,Notebook,15.6,8.0,Windows 10,3.0,951.0,0,1920x1080,1.8,Intel,Nvidia,256.0,SSD,0.0,NaN
290,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,12.0,Windows 10,2.15,659.0,1,1920x1080,2.7,Intel,Intel,1000.0,HDD,0.0,NaN
291,Lenovo,Thinkpad T570,Notebook,15.6,8.0,Windows 10,1.95,1097.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
292,Asus,VivoBook S15,Ultrabook,15.6,8.0,Windows 10,1.7,977.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
293,Lenovo,Legion Y520-15IKBN,Gaming,15.6,16.0,Windows 10,2.5,1179.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8.0,Windows 10,2.2,659.01,0,1920x1080,2.7,Intel,Nvidia,1000.0,HDD,0.0,NaN
295,Acer,Chromebook C910-C2ST,Notebook,15.6,2.0,Chrome OS,2.19,199.0,0,1366x768,1.5,Intel,Intel,16.0,SSD,0.0,NaN
296,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,8.0,Windows 10,3.0,1187.0,0,1920x1080,2.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
297,HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,8.0,Windows 10,2.54,489.0,0,1600x900,2.0,Intel,Intel,1000.0,HDD,0.0,NaN
298,Dell,XPS 15,Notebook,15.6,8.0,Windows 10,2.0,1829.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
299,Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,8.0,Windows 10,2.05,739.0,0,1920x1080,1.6,Intel,Intel,256.0,SSD,0.0,NaN
300,Lenovo,Legion Y720-15IKB,Gaming,15.6,8.0,Windows 10,3.2,1299.0,0,1920x1080,2.8,Intel,Nvidia,1000.0,HDD,0.0,NaN
301,Acer,Aspire A715-71G,Notebook,15.6,8.0,Linux,2.5,979.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,0.0,NaN
302,Dell,Precision 7720,Workstation,17.3,16.0,Windows 10,3.42,2884.86,0,1920x1080,2.9,Intel,Nvidia,256.0,SSD,0.0,NaN
303,Lenovo,IdeaPad 310-15ABR,Notebook,15.6,6.0,Windows 10,2.4,499.0,0,1920x1080,2.4,AMD,AMD,1000.0,HDD,0.0,NaN
304,Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16.0,Windows 10,1.63,1468.0,0,1920x1080,2.7,Intel,Nvidia,512.0,SSD,0.0,NaN
305,Asus,VivoBook S14,Notebook,14.0,4.0,Windows 10,1.3,509.0,0,1366x768,2.4,Intel,Intel,128.0,SSD,0.0,NaN
306,Asus,Rog GL702VS-GC095T,Gaming,17.3,16.0,Windows 10,2.9,2122.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6.0,Windows 10,2.8,649.0,0,1600x900,2.5,Intel,Nvidia,1000.0,HDD,0.0,NaN
308,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8.0,Windows 10,2.2,549.0,0,1366x768,2.5,Intel,Nvidia,2000.0,HDD,0.0,NaN
309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,8.0,Windows 10,2.5,1265.0,0,1920x1080,2.8,Intel,Nvidia,128.0,SSD,1000.0,HDD
310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4.0,Windows 10,2.2,359.99,0,1366x768,1.1,Intel,Intel,1000.0,HDD,0.0,NaN
311,HP,EliteBook x360,2 in 1 Convertible,13.3,16.0,Windows 10,1.28,1975.0,1,1920x1080,2.8,Intel,Intel,256.0,SSD,0.0,NaN
312,Toshiba,Satellite Pro,Notebook,15.6,8.0,Windows 10,2.2,1043.0,0,1920x1080,2.5,Intel,Nvidia,256.0,SSD,0.0,NaN
313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8.0,Windows 10,2.3,819.0,0,1920x1080,2.5,Intel,Nvidia,128.0,SSD,1000.0,HDD
314,HP,250 G6,Notebook,15.6,4.0,Windows 10,1.86,469.0,0,1920x1080,2.0,Intel,Intel,1000.0,HDD,0.0,NaN
315,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,8.0,Windows 10,1.1,999.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
316,Dell,XPS 13,Ultrabook,13.3,16.0,Windows 10,1.21,2499.0,1,3840x2160,1.8,Intel,Intel,1000.0,SSD,0.0,NaN
317,MSI,GE63VR 7RF,Gaming,15.6,16.0,Windows 10,2.8,2099.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
318,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8.0,Windows 10,2.23,469.0,0,1920x1080,2.2,AMD,AMD,256.0,SSD,0.0,NaN
319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,2.0,Windows 10,1.1,275.0,1,1366x768,1.1,Intel,Intel,32.0,FlashStorage,0.0,NaN
320,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.33,844.0,0,1920x1080,1.6,Intel,AMD,128.0,SSD,1000.0,HDD
321,HP,Spectre x360,2 in 1 Convertible,13.3,16.0,Windows 10,1.29,2449.0,1,3840x2160,1.8,Intel,Intel,1000.0,SSD,0.0,NaN
322,Lenovo,ThinkPad 13,Notebook,13.3,4.0,Chrome OS,1.45,459.9,0,1366x768,1.6,Intel,Intel,16.0,FlashStorage,0.0,NaN
323,HP,ProBook 640,Notebook,14.0,8.0,Windows 10,1.95,980.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
324,Acer,TravelMate B,Notebook,11.6,4.0,Windows 10,1.4,485.0,0,1366x768,1.6,Intel,Intel,128.0,FlashStorage,0.0,NaN
325,HP,Elitebook 840,Notebook,14.0,8.0,Windows 10,1.48,1292.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4.0,Windows 10,2.79,589.0,0,1600x900,2.5,Intel,Nvidia,1000.0,HDD,0.0,NaN
327,Asus,ZenBook UX410UA-GV183T,Notebook,14.0,8.0,Windows 10,2.0,1094.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
329,HP,ProBook 450,Notebook,15.6,8.0,Windows 10,2.1,902.0,0,1366x768,1.8,Intel,Intel,1000.0,HDD,0.0,NaN
330,Acer,Aspire 5,Notebook,15.6,8.0,Windows 10,2.2,659.0,0,1366x768,2.7,AMD,AMD,256.0,SSD,0.0,NaN
331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,4.0,Windows 10,1.44,292.0,0,1366x768,1.1,Intel,Intel,32.0,FlashStorage,0.0,NaN
332,Acer,Aspire E5-575,Notebook,15.6,6.0,Windows 10,2.23,549.0,0,1366x768,2.5,Intel,Intel,1000.0,HDD,0.0,NaN
333,Asus,VivoBook S15,Ultrabook,15.6,8.0,Windows 10,1.7,1049.9,0,1920x1080,2.7,Intel,Nvidia,256.0,SSD,0.0,NaN
334,HP,Elitebook 820,Ultrabook,12.5,8.0,Windows 10,1.26,1335.0,0,1920x1080,2.7,Intel,Intel,256.0,SSD,0.0,NaN
335,Dell,XPS 15,Notebook,15.6,32.0,Windows 10,2.06,2639.0,1,3840x2160,2.8,Intel,Nvidia,1000.0,SSD,0.0,NaN
336,MSI,GL72M 7REX,Gaming,17.3,8.0,Windows 10,2.7,1199.0,0,1920x1080,2.8,Intel,Nvidia,256.0,SSD,1000.0,HDD
337,Toshiba,Satellite Pro,Notebook,15.6,8.0,Windows 10,2.0,943.0,0,1920x1080,2.5,Intel,Intel,256.0,SSD,0.0,NaN
